TradeDate,DeliveryDate,StartTime,EndTime,Forecast
2023-11-23,2023-11-23,2023-11-23T22:30:00,2023-11-23T22:45:00,1123.982
2023-11-23,2023-11-23,2023-11-23T22:45:00,2023-11-23T23:00:00,1108.508
2023-11-24,2023-11-23,2023-11-23T23:00:00,2023-11-23T23:15:00,1093.006
2023-11-24,2023-11-23,2023-11-23T23:15:00,2023-11-23T23:30:00,1080.255
2023-11-24,2023-11-23,2023-11-23T23:30:00,2023-11-23T23:45:00,1067.491
2023-11-24,2023-11-23,2023-11-23T23:45:00,2023-11-24T00:00:00,1054.726
2023-11-24,2023-11-24,2023-11-24T00:00:00,2023-11-24T00:15:00,1041.965
2023-11-24,2023-11-24,2023-11-24T00:15:00,2023-11-24T00:30:00,1014.614
2023-11-24,2023-11-24,2023-11-24T00:30:00,2023-11-24T00:45:00,987.252
2023-11-24,2023-11-24,2023-11-24T00:45:00,2023-11-24T01:00:00,959.911
2023-11-24,2023-11-24,2023-11-24T01:00:00,2023-11-24T01:15:00,917.849
2023-11-24,2023-11-24,2023-11-24T01:15:00,2023-11-24T01:30:00,898.528
2023-11-24,2023-11-24,2023-11-24T01:30:00,2023-11-24T01:45:00,879.195
2023-11-24,2023-11-24,2023-11-24T01:45:00,2023-11-24T02:00:00,859.867
2023-11-24,2023-11-24,2023-11-24T02:00:00,2023-11-24T02:15:00,840.54
2023-11-24,2023-11-24,2023-11-24T02:15:00,2023-11-24T02:30:00,821.794
2023-11-24,2023-11-24,2023-11-24T02:30:00,2023-11-24T02:45:00,803.043
2023-11-24,2023-11-24,2023-11-24T02:45:00,2023-11-24T03:00:00,784.3
2023-11-24,2023-11-24,2023-11-24T03:00:00,2023-11-24T03:15:00,765.545
2023-11-24,2023-11-24,2023-11-24T03:15:00,2023-11-24T03:30:00,757.344
2023-11-24,2023-11-24,2023-11-24T03:30:00,2023-11-24T03:45:00,749.141
2023-11-24,2023-11-24,2023-11-24T03:45:00,2023-11-24T04:00:00,740.946
2023-11-24,2023-11-24,2023-11-24T04:00:00,2023-11-24T04:15:00,732.73
2023-11-24,2023-11-24,2023-11-24T04:15:00,2023-11-24T04:30:00,719.975
2023-11-24,2023-11-24,2023-11-24T04:30:00,2023-11-24T04:45:00,707.213
2023-11-24,2023-11-24,2023-11-24T04:45:00,2023-11-24T05:00:00,694.449
2023-11-24,2023-11-24,2023-11-24T05:00:00,2023-11-24T05:15:00,681.688
2023-11-24,2023-11-24,2023-11-24T05:15:00,2023-11-24T05:30:00,656.145
2023-11-24,2023-11-24,2023-11-24T05:30:00,2023-11-24T05:45:00,630.636
2023-11-24,2023-11-24,2023-11-24T05:45:00,2023-11-24T06:00:00,605.104
2023-11-24,2023-11-24,2023-11-24T06:00:00,2023-11-24T06:15:00,579.575
2023-11-24,2023-11-24,2023-11-24T06:15:00,2023-11-24T06:30:00,563.172
2023-11-24,2023-11-24,2023-11-24T06:30:00,2023-11-24T06:45:00,546.741
2023-11-24,2023-11-24,2023-11-24T06:45:00,2023-11-24T07:00:00,530.334
2023-11-24,2023-11-24,2023-11-24T07:00:00,2023-11-24T07:15:00,443.871
2023-11-24,2023-11-24,2023-11-24T07:15:00,2023-11-24T07:30:00,444.667
2023-11-24,2023-11-24,2023-11-24T07:30:00,2023-11-24T07:45:00,445.477
2023-11-24,2023-11-24,2023-11-24T07:45:00,2023-11-24T08:00:00,446.286
2023-11-24,2023-11-24,2023-11-24T08:00:00,2023-11-24T08:15:00,447.081
